"DATE","TIME PERIOD","NEW CISS - Composite Indicator of Systemic Stress. (CISS.D.US.Z0Z.4F.EC.SS_CIN.IDX)"
"2013-11-14","14 Nov 2013","0.0082"
"2013-11-15","15 Nov 2013","0.0063"
"2013-11-18","18 Nov 2013","0.0048"
"2013-11-19","19 Nov 2013","0.0033"
"2013-11-20","20 Nov 2013","0.0031"
"2013-11-21","21 Nov 2013","0.0049"
"2013-11-22","22 Nov 2013","0.0036"
"2013-11-25","25 Nov 2013","0.0023"
"2013-11-26","26 Nov 2013","0.0019"
"2013-11-27","27 Nov 2013","0.0018"
"2013-11-28","28 Nov 2013","0.0018"
"2013-11-29","29 Nov 2013","0.0016"
"2013-12-02","02 Dec 2013","0.0015"
"2013-12-03","03 Dec 2013","0.0014"
"2013-12-04","04 Dec 2013","0.0014"
"2013-12-05","05 Dec 2013","0.0017"
"2013-12-06","06 Dec 2013","0.0028"
"2013-12-09","09 Dec 2013","0.0021"
"2013-12-10","10 Dec 2013","0.0017"
"2013-12-11","11 Dec 2013","0.0041"
"2013-12-12","12 Dec 2013","0.0040"
"2013-12-13","13 Dec 2013","0.0022"
"2013-12-16","16 Dec 2013","0.0015"
"2013-12-17","17 Dec 2013","0.0011"
"2013-12-18","18 Dec 2013","0.0074"
"2013-12-19","19 Dec 2013","0.0065"
"2013-12-20","20 Dec 2013","0.0056"
"2013-12-23","23 Dec 2013","0.0059"
"2013-12-24","24 Dec 2013","0.0043"
"2013-12-25","25 Dec 2013","0.0035"
"2013-12-26","26 Dec 2013","0.0034"
"2013-12-27","27 Dec 2013","0.0023"
"2013-12-30","30 Dec 2013","0.0023"
"2013-12-31","31 Dec 2013","0.0023"
"2014-01-01","01 Jan 2014","0.0027"
"2014-01-02","02 Jan 2014","0.0005"
"2014-01-03","03 Jan 2014","0.0006"
"2014-01-06","06 Jan 2014","0.0007"
"2014-01-07","07 Jan 2014","0.0014"
"2014-01-08","08 Jan 2014","0.0016"
"2014-01-09","09 Jan 2014","0.0021"
"2014-01-10","10 Jan 2014","0.0015"
"2014-01-13","13 Jan 2014","0.0052"
"2014-01-14","14 Jan 2014","0.0082"
"2014-01-15","15 Jan 2014","0.0076"
"2014-01-16","16 Jan 2014","0.0062"
"2014-01-17","17 Jan 2014","0.0045"
"2014-01-20","20 Jan 2014","0.0032"
"2014-01-21","21 Jan 2014","0.0028"
"2014-01-22","22 Jan 2014","0.0037"
"2014-01-23","23 Jan 2014","0.0070"
"2014-01-24","24 Jan 2014","0.0237"
"2014-01-27","27 Jan 2014","0.0245"
"2014-01-28","28 Jan 2014","0.0227"
"2014-01-29","29 Jan 2014","0.0279"
"2014-01-30","30 Jan 2014","0.0266"
"2014-01-31","31 Jan 2014","0.0269"
"2014-02-03","03 Feb 2014","0.0473"
"2014-02-04","04 Feb 2014","0.0466"
"2014-02-05","05 Feb 2014","0.0443"
"2014-02-06","06 Feb 2014","0.0420"
"2014-02-07","07 Feb 2014","0.0397"
"2014-02-10","10 Feb 2014","0.0329"
"2014-02-11","11 Feb 2014","0.0291"
"2014-02-12","12 Feb 2014","0.0219"
"2014-02-13","13 Feb 2014","0.0170"
"2014-02-14","14 Feb 2014","0.0151"
"2014-02-17","17 Feb 2014","0.0130"
"2014-02-18","18 Feb 2014","0.0122"
"2014-02-19","19 Feb 2014","0.0142"
"2014-02-20","20 Feb 2014","0.0122"
"2014-02-21","21 Feb 2014","0.0087"
"2014-02-24","24 Feb 2014","0.0087"
"2014-02-25","25 Feb 2014","0.0059"
"2014-02-26","26 Feb 2014","0.0044"
"2014-02-27","27 Feb 2014","0.0039"
"2014-02-28","28 Feb 2014","0.0024"
"2014-03-03","03 Mar 2014","0.0014"
"2014-03-04","04 Mar 2014","0.0049"
"2014-03-05","05 Mar 2014","0.0041"
"2014-03-06","06 Mar 2014","0.0036"
"2014-03-07","07 Mar 2014","0.0034"
"2014-03-10","10 Mar 2014","0.0026"
"2014-03-11","11 Mar 2014","0.0018"
"2014-03-12","12 Mar 2014","0.0016"
"2014-03-13","13 Mar 2014","0.0030"
"2014-03-14","14 Mar 2014","0.0022"
"2014-03-17","17 Mar 2014","0.0024"
"2014-03-18","18 Mar 2014","0.0018"
"2014-03-19","19 Mar 2014","0.0032"
"2014-03-20","20 Mar 2014","0.0030"
"2014-03-21","21 Mar 2014","0.0021"
"2014-03-24","24 Mar 2014","0.0013"
"2014-03-25","25 Mar 2014","0.0012"
"2014-03-26","26 Mar 2014","0.0008"
"2014-03-27","27 Mar 2014","0.0007"
"2014-03-28","28 Mar 2014","0.0007"
"2014-03-31","31 Mar 2014","0.0010"
"2014-04-01","01 Apr 2014","0.0014"
"2014-04-02","02 Apr 2014","0.0016"
"2014-04-03","03 Apr 2014","0.0019"
"2014-04-04","04 Apr 2014","0.0027"
"2014-04-07","07 Apr 2014","0.0057"
"2014-04-08","08 Apr 2014","0.0069"
"2014-04-09","09 Apr 2014","0.0059"
"2014-04-10","10 Apr 2014","0.0174"
"2014-04-11","11 Apr 2014","0.0181"
"2014-04-14","14 Apr 2014","0.0159"
"2014-04-15","15 Apr 2014","0.0138"
"2014-04-16","16 Apr 2014","0.0140"
"2014-04-17","17 Apr 2014","0.0099"
"2014-04-18","18 Apr 2014","0.0092"
"2014-04-21","21 Apr 2014","0.0091"
"2014-04-22","22 Apr 2014","0.0089"
"2014-04-23","23 Apr 2014","0.0075"
"2014-04-24","24 Apr 2014","0.0063"
"2014-04-25","25 Apr 2014","0.0077"
"2014-04-28","28 Apr 2014","0.0063"
"2014-04-29","29 Apr 2014","0.0073"
"2014-04-30","30 Apr 2014","0.0054"
"2014-05-01","01 May 2014","0.0036"
"2014-05-02","02 May 2014","0.0024"
"2014-05-05","05 May 2014","0.0018"
"2014-05-06","06 May 2014","0.0051"
"2014-05-07","07 May 2014","0.0043"
"2014-05-08","08 May 2014","0.0037"
"2014-05-09","09 May 2014","0.0032"
"2014-05-12","12 May 2014","0.0028"
"2014-05-13","13 May 2014","0.0021"
"2014-05-14","14 May 2014","0.0024"
"2014-05-15","15 May 2014","0.0046"
"2014-05-16","16 May 2014","0.0029"
"2014-05-19","19 May 2014","0.0019"
"2014-05-20","20 May 2014","0.0030"
"2014-05-21","21 May 2014","0.0024"
"2014-05-22","22 May 2014","0.0017"
"2014-05-23","23 May 2014","0.0009"
"2014-05-26","26 May 2014","0.0006"
"2014-05-27","27 May 2014","0.0005"
"2014-05-28","28 May 2014","0.0005"
"2014-05-29","29 May 2014","0.0003"
"2014-05-30","30 May 2014","0.0003"
"2014-06-02","02 Jun 2014","0.0005"
"2014-06-03","03 Jun 2014","0.0006"
"2014-06-04","04 Jun 2014","0.0004"
"2014-06-05","05 Jun 2014","0.0005"
"2014-06-06","06 Jun 2014","0.0005"
"2014-06-09","09 Jun 2014","0.0005"
"2014-06-10","10 Jun 2014","0.0005"
"2014-06-11","11 Jun 2014","0.0007"
"2014-06-12","12 Jun 2014","0.0012"
"2014-06-13","13 Jun 2014","0.0007"
"2014-06-16","16 Jun 2014","0.0005"
"2014-06-17","17 Jun 2014","0.0007"
"2014-06-18","18 Jun 2014","0.0005"
"2014-06-19","19 Jun 2014","0.0006"
"2014-06-20","20 Jun 2014","0.0009"
"2014-06-23","23 Jun 2014","0.0010"
"2014-06-24","24 Jun 2014","0.0011"
"2014-06-25","25 Jun 2014","0.0010"
"2014-06-26","26 Jun 2014","0.0009"
"2014-06-27","27 Jun 2014","0.0010"
"2014-06-30","30 Jun 2014","0.0010"
"2014-07-01","01 Jul 2014","0.0007"
"2014-07-02","02 Jul 2014","0.0005"
"2014-07-03","03 Jul 2014","0.0007"
"2014-07-04","04 Jul 2014","0.0006"
"2014-07-07","07 Jul 2014","0.0006"
"2014-07-08","08 Jul 2014","0.0011"
"2014-07-09","09 Jul 2014","0.0006"
"2014-07-10","10 Jul 2014","0.0007"
"2014-07-11","11 Jul 2014","0.0012"
"2014-07-14","14 Jul 2014","0.0009"
"2014-07-15","15 Jul 2014","0.0012"
"2014-07-16","16 Jul 2014","0.0011"
"2014-07-17","17 Jul 2014","0.0032"
"2014-07-18","18 Jul 2014","0.0031"
"2014-07-21","21 Jul 2014","0.0018"
"2014-07-22","22 Jul 2014","0.0017"
"2014-07-23","23 Jul 2014","0.0009"
"2014-07-24","24 Jul 2014","0.0004"
"2014-07-25","25 Jul 2014","0.0026"
"2014-07-28","28 Jul 2014","0.0014"
"2014-07-29","29 Jul 2014","0.0022"
"2014-07-30","30 Jul 2014","0.0034"
"2014-07-31","31 Jul 2014","0.0152"
"2014-08-01","01 Aug 2014","0.0153"
"2014-08-04","04 Aug 2014","0.0139"
"2014-08-05","05 Aug 2014","0.0161"
"2014-08-06","06 Aug 2014","0.0134"
"2014-08-07","07 Aug 2014","0.0127"
"2014-08-08","08 Aug 2014","0.0130"
"2014-08-11","11 Aug 2014","0.0102"
"2014-08-12","12 Aug 2014","0.0076"
"2014-08-13","13 Aug 2014","0.0060"
"2014-08-14","14 Aug 2014","0.0046"
"2014-08-15","15 Aug 2014","0.0031"
"2014-08-18","18 Aug 2014","0.0032"
"2014-08-19","19 Aug 2014","0.0027"
"2014-08-20","20 Aug 2014","0.0021"
"2014-08-21","21 Aug 2014","0.0018"
"2014-08-22","22 Aug 2014","0.0016"
"2014-08-25","25 Aug 2014","0.0016"
"2014-08-26","26 Aug 2014","0.0015"
"2014-08-27","27 Aug 2014","0.0026"
"2014-08-28","28 Aug 2014","0.0025"
"2014-08-29","29 Aug 2014","0.0023"
"2014-09-01","01 Sep 2014","0.0021"
"2014-09-02","02 Sep 2014","0.0021"
"2014-09-03","03 Sep 2014","0.0019"
"2014-09-04","04 Sep 2014","0.0014"
"2014-09-05","05 Sep 2014","0.0014"
"2014-09-08","08 Sep 2014","0.0012"
"2014-09-09","09 Sep 2014","0.0015"
"2014-09-10","10 Sep 2014","0.0013"
"2014-09-11","11 Sep 2014","0.0015"
"2014-09-12","12 Sep 2014","0.0009"
"2014-09-15","15 Sep 2014","0.0009"
"2014-09-16","16 Sep 2014","0.0014"
"2014-09-17","17 Sep 2014","0.0011"
"2014-09-18","18 Sep 2014","0.0011"
"2014-09-19","19 Sep 2014","0.0010"
"2014-09-22","22 Sep 2014","0.0007"
"2014-09-23","23 Sep 2014","0.0009"
"2014-09-24","24 Sep 2014","0.0007"
"2014-09-25","25 Sep 2014","0.0063"
"2014-09-26","26 Sep 2014","0.0057"
"2014-09-29","29 Sep 2014","0.0046"
"2014-09-30","30 Sep 2014","0.0039"
"2014-10-01","01 Oct 2014","0.0162"
"2014-10-02","02 Oct 2014","0.0156"
"2014-10-03","03 Oct 2014","0.0248"
"2014-10-06","06 Oct 2014","0.0229"
"2014-10-07","07 Oct 2014","0.0411"
"2014-10-08","08 Oct 2014","0.0404"
"2014-10-09","09 Oct 2014","0.0440"
"2014-10-10","10 Oct 2014","0.0435"
"2014-10-13","13 Oct 2014","0.0488"
"2014-10-14","14 Oct 2014","0.0449"
"2014-10-15","15 Oct 2014","0.0656"
"2014-10-16","16 Oct 2014","0.0667"
"2014-10-17","17 Oct 2014","0.0600"
"2014-10-20","20 Oct 2014","0.0532"
"2014-10-21","21 Oct 2014","0.0488"
"2014-10-22","22 Oct 2014","0.0419"
"2014-10-23","23 Oct 2014","0.0377"
"2014-10-24","24 Oct 2014","0.0326"
"2014-10-27","27 Oct 2014","0.0279"
"2014-10-28","28 Oct 2014","0.0262"
"2014-10-29","29 Oct 2014","0.0222"
"2014-10-30","30 Oct 2014","0.0161"
"2014-10-31","31 Oct 2014","0.0261"
"2014-11-03","03 Nov 2014","0.0241"
"2014-11-04","04 Nov 2014","0.0255"
"2014-11-05","05 Nov 2014","0.0251"
"2014-11-06","06 Nov 2014","0.0246"
"2014-11-07","07 Nov 2014","0.0189"
"2014-11-10","10 Nov 2014","0.0128"
"2014-11-11","11 Nov 2014","0.0105"
"2014-11-12","12 Nov 2014","0.0098"
"2014-11-13","13 Nov 2014","0.0099"
"2014-11-14","14 Nov 2014","0.0096"
"2014-11-17","17 Nov 2014","0.0095"
"2014-11-18","18 Nov 2014","0.0077"
"2014-11-19","19 Nov 2014","0.0073"
"2014-11-20","20 Nov 2014","0.0077"
"2014-11-21","21 Nov 2014","0.0062"
"2014-11-24","24 Nov 2014","0.0067"
"2014-11-25","25 Nov 2014","0.0047"
"2014-11-26","26 Nov 2014","0.0045"
"2014-11-27","27 Nov 2014","0.0038"
"2014-11-28","28 Nov 2014","0.0058"
"2014-12-01","01 Dec 2014","0.0022"
"2014-12-02","02 Dec 2014","0.0018"
"2014-12-03","03 Dec 2014","0.0016"
"2014-12-04","04 Dec 2014","0.0015"
"2014-12-05","05 Dec 2014","0.0068"
"2014-12-08","08 Dec 2014","0.0079"
"2014-12-09","09 Dec 2014","0.0121"
"2014-12-10","10 Dec 2014","0.0162"
"2014-12-11","11 Dec 2014","0.0160"
"2014-12-12","12 Dec 2014","0.0282"
"2014-12-15","15 Dec 2014","0.0330"
"2014-12-16","16 Dec 2014","0.0412"
"2014-12-17","17 Dec 2014","0.0593"
"2014-12-18","18 Dec 2014","0.0676"
"2014-12-19","19 Dec 2014","0.0678"
"2014-12-22","22 Dec 2014","0.0666"
"2014-12-23","23 Dec 2014","0.0686"
"2014-12-24","24 Dec 2014","0.0606"
"2014-12-25","25 Dec 2014","0.0524"
"2014-12-26","26 Dec 2014","0.0450"
"2014-12-29","29 Dec 2014","0.0387"
"2014-12-30","30 Dec 2014","0.0322"
"2014-12-31","31 Dec 2014","0.0289"
"2015-01-01","01 Jan 2015","0.0218"
"2015-01-02","02 Jan 2015","0.0214"
"2015-01-05","05 Jan 2015","0.0380"
"2015-01-06","06 Jan 2015","0.0480"
"2015-01-07","07 Jan 2015","0.0581"
"2015-01-08","08 Jan 2015","0.0633"
"2015-01-09","09 Jan 2015","0.0628"
"2015-01-12","12 Jan 2015","0.0615"
"2015-01-13","13 Jan 2015","0.0522"
"2015-01-14","14 Jan 2015","0.0522"
"2015-01-15","15 Jan 2015","0.0774"
"2015-01-16","16 Jan 2015","0.0972"
"2015-01-19","19 Jan 2015","0.0940"
"2015-01-20","20 Jan 2015","0.0978"
"2015-01-21","21 Jan 2015","0.1000"
"2015-01-22","22 Jan 2015","0.1210"
"2015-01-23","23 Jan 2015","0.1204"
"2015-01-26","26 Jan 2015","0.1136"
"2015-01-27","27 Jan 2015","0.1080"
"2015-01-28","28 Jan 2015","0.1158"
"2015-01-29","29 Jan 2015","0.1187"
"2015-01-30","30 Jan 2015","0.1236"
"2015-02-02","02 Feb 2015","0.1242"
"2015-02-03","03 Feb 2015","0.1308"
"2015-02-04","04 Feb 2015","0.1156"
"2015-02-05","05 Feb 2015","0.1147"
"2015-02-06","06 Feb 2015","0.1173"
"2015-02-09","09 Feb 2015","0.1036"
"2015-02-10","10 Feb 2015","0.1067"
"2015-02-11","11 Feb 2015","0.0990"
"2015-02-12","12 Feb 2015","0.1131"
"2015-02-13","13 Feb 2015","0.0911"
"2015-02-16","16 Feb 2015","0.0737"
"2015-02-17","17 Feb 2015","0.0633"
"2015-02-18","18 Feb 2015","0.0509"
"2015-02-19","19 Feb 2015","0.0380"
"2015-02-20","20 Feb 2015","0.0298"
"2015-02-23","23 Feb 2015","0.0229"
"2015-02-24","24 Feb 2015","0.0199"
"2015-02-25","25 Feb 2015","0.0164"
"2015-02-26","26 Feb 2015","0.0153"
"2015-02-27","27 Feb 2015","0.0121"
"2015-03-02","02 Mar 2015","0.0134"
"2015-03-03","03 Mar 2015","0.0106"
"2015-03-04","04 Mar 2015","0.0087"
"2015-03-05","05 Mar 2015","0.0084"
"2015-03-06","06 Mar 2015","0.0120"
"2015-03-09","09 Mar 2015","0.0130"
"2015-03-10","10 Mar 2015","0.0181"
"2015-03-11","11 Mar 2015","0.0217"
"2015-03-12","12 Mar 2015","0.0265"
"2015-03-13","13 Mar 2015","0.0241"
"2015-03-16","16 Mar 2015","0.0291"
"2015-03-17","17 Mar 2015","0.0270"
"2015-03-18","18 Mar 2015","0.0307"
"2015-03-19","19 Mar 2015","0.0279"
"2015-03-20","20 Mar 2015","0.0367"
"2015-03-23","23 Mar 2015","0.0367"
"2015-03-24","24 Mar 2015","0.0300"
"2015-03-25","25 Mar 2015","0.0336"
"2015-03-26","26 Mar 2015","0.0284"
"2015-03-27","27 Mar 2015","0.0273"
"2015-03-30","30 Mar 2015","0.0305"
"2015-03-31","31 Mar 2015","0.0278"
"2015-04-01","01 Apr 2015","0.0252"
"2015-04-02","02 Apr 2015","0.0247"
"2015-04-03","03 Apr 2015","0.0197"
"2015-04-06","06 Apr 2015","0.0204"
"2015-04-07","07 Apr 2015","0.0160"
"2015-04-08","08 Apr 2015","0.0155"
"2015-04-09","09 Apr 2015","0.0174"
"2015-04-10","10 Apr 2015","0.0171"
"2015-04-13","13 Apr 2015","0.0154"
"2015-04-14","14 Apr 2015","0.0162"
"2015-04-15","15 Apr 2015","0.0149"
"2015-04-16","16 Apr 2015","0.0173"
"2015-04-17","17 Apr 2015","0.0095"
"2015-04-20","20 Apr 2015","0.0112"
"2015-04-21","21 Apr 2015","0.0120"
"2015-04-22","22 Apr 2015","0.0104"
"2015-04-23","23 Apr 2015","0.0140"
"2015-04-24","24 Apr 2015","0.0138"
"2015-04-27","27 Apr 2015","0.0107"
"2015-04-28","28 Apr 2015","0.0104"
"2015-04-29","29 Apr 2015","0.0110"
"2015-04-30","30 Apr 2015","0.0069"
"2015-05-01","01 May 2015","0.0050"
"2015-05-04","04 May 2015","0.0055"
"2015-05-05","05 May 2015","0.0026"
"2015-05-06","06 May 2015","0.0039"
"2015-05-07","07 May 2015","0.0060"
"2015-05-08","08 May 2015","0.0062"
"2015-05-11","11 May 2015","0.0100"
"2015-05-12","12 May 2015","0.0117"
"2015-05-13","13 May 2015","0.0118"
"2015-05-14","14 May 2015","0.0126"
"2015-05-15","15 May 2015","0.0153"
"2015-05-18","18 May 2015","0.0142"
"2015-05-19","19 May 2015","0.0162"
"2015-05-20","20 May 2015","0.0161"
"2015-05-21","21 May 2015","0.0187"
"2015-05-22","22 May 2015","0.0186"
"2015-05-25","25 May 2015","0.0187"
"2015-05-26","26 May 2015","0.0118"
"2015-05-27","27 May 2015","0.0111"
"2015-05-28","28 May 2015","0.0109"
"2015-05-29","29 May 2015","0.0066"
"2015-06-01","01 Jun 2015","0.0089"
"2015-06-02","02 Jun 2015","0.0137"
"2015-06-03","03 Jun 2015","0.0162"
"2015-06-04","04 Jun 2015","0.0122"
"2015-06-05","05 Jun 2015","0.0137"
"2015-06-08","08 Jun 2015","0.0100"
"2015-06-09","09 Jun 2015","0.0134"
"2015-06-10","10 Jun 2015","0.0152"
"2015-06-11","11 Jun 2015","0.0213"
"2015-06-12","12 Jun 2015","0.0188"
"2015-06-15","15 Jun 2015","0.0168"
"2015-06-16","16 Jun 2015","0.0161"
"2015-06-17","17 Jun 2015","0.0115"
"2015-06-18","18 Jun 2015","0.0155"
"2015-06-19","19 Jun 2015","0.0143"
"2015-06-22","22 Jun 2015","0.0175"
"2015-06-23","23 Jun 2015","0.0216"
"2015-06-24","24 Jun 2015","0.0163"
"2015-06-25","25 Jun 2015","0.0144"
"2015-06-26","26 Jun 2015","0.0153"
"2015-06-29","29 Jun 2015","0.0153"
"2015-06-30","30 Jun 2015","0.0202"
"2015-07-01","01 Jul 2015","0.0287"
"2015-07-02","02 Jul 2015","0.0285"
"2015-07-03","03 Jul 2015","0.0265"
"2015-07-06","06 Jul 2015","0.0261"
"2015-07-07","07 Jul 2015","0.0301"
"2015-07-08","08 Jul 2015","0.0380"
"2015-07-09","09 Jul 2015","0.0460"
"2015-07-10","10 Jul 2015","0.0597"
"2015-07-13","13 Jul 2015","0.0722"
"2015-07-14","14 Jul 2015","0.0729"
"2015-07-15","15 Jul 2015","0.0793"
"2015-07-16","16 Jul 2015","0.0791"
"2015-07-17","17 Jul 2015","0.0695"
"2015-07-20","20 Jul 2015","0.0595"
"2015-07-21","21 Jul 2015","0.0479"
"2015-07-22","22 Jul 2015","0.0386"
"2015-07-23","23 Jul 2015","0.0327"
"2015-07-24","24 Jul 2015","0.0207"
"2015-07-27","27 Jul 2015","0.0211"
"2015-07-28","28 Jul 2015","0.0227"
"2015-07-29","29 Jul 2015","0.0227"
"2015-07-30","30 Jul 2015","0.0239"
"2015-07-31","31 Jul 2015","0.0263"
"2015-08-03","03 Aug 2015","0.0262"
"2015-08-04","04 Aug 2015","0.0259"
"2015-08-05","05 Aug 2015","0.0254"
"2015-08-06","06 Aug 2015","0.0195"
"2015-08-07","07 Aug 2015","0.0212"
"2015-08-10","10 Aug 2015","0.0211"
"2015-08-11","11 Aug 2015","0.0217"
"2015-08-12","12 Aug 2015","0.0263"
"2015-08-13","13 Aug 2015","0.0267"
"2015-08-14","14 Aug 2015","0.0246"
"2015-08-17","17 Aug 2015","0.0257"
"2015-08-18","18 Aug 2015","0.0181"
"2015-08-19","19 Aug 2015","0.0137"
"2015-08-20","20 Aug 2015","0.0233"
"2015-08-21","21 Aug 2015","0.0522"
"2015-08-24","24 Aug 2015","0.1061"
"2015-08-25","25 Aug 2015","0.1447"
"2015-08-26","26 Aug 2015","0.1739"
"2015-08-27","27 Aug 2015","0.1862"
"2015-08-28","28 Aug 2015","0.1793"
"2015-08-31","31 Aug 2015","0.1882"
"2015-09-01","01 Sep 2015","0.2096"
"2015-09-02","02 Sep 2015","0.2151"
"2015-09-03","03 Sep 2015","0.2144"
"2015-09-04","04 Sep 2015","0.2173"
"2015-09-07","07 Sep 2015","0.2082"
"2015-09-08","08 Sep 2015","0.1981"
"2015-09-09","09 Sep 2015","0.1924"
"2015-09-10","10 Sep 2015","0.1810"
"2015-09-11","11 Sep 2015","0.1718"
"2015-09-14","14 Sep 2015","0.1657"
"2015-09-15","15 Sep 2015","0.1417"
"2015-09-16","16 Sep 2015","0.1320"
"2015-09-17","17 Sep 2015","0.1275"
"2015-09-18","18 Sep 2015","0.1377"
"2015-09-21","21 Sep 2015","0.1606"
"2015-09-22","22 Sep 2015","0.1596"
"2015-09-23","23 Sep 2015","0.1545"
"2015-09-24","24 Sep 2015","0.1570"
"2015-09-25","25 Sep 2015","0.1479"
"2015-09-28","28 Sep 2015","0.1708"
"2015-09-29","29 Sep 2015","0.1642"
"2015-09-30","30 Sep 2015","0.1567"
"2015-10-01","01 Oct 2015","0.1582"
"2015-10-02","02 Oct 2015","0.1591"
"2015-10-05","05 Oct 2015","0.1616"
"2015-10-06","06 Oct 2015","0.1547"
"2015-10-07","07 Oct 2015","0.1420"
"2015-10-08","08 Oct 2015","0.1302"
"2015-10-09","09 Oct 2015","0.1251"
"2015-10-12","12 Oct 2015","0.1127"
"2015-10-13","13 Oct 2015","0.1067"
"2015-10-14","14 Oct 2015","0.0986"
"2015-10-15","15 Oct 2015","0.1017"
"2015-10-16","16 Oct 2015","0.0904"
"2015-10-19","19 Oct 2015","0.0863"
"2015-10-20","20 Oct 2015","0.0749"
"2015-10-21","21 Oct 2015","0.0694"
"2015-10-22","22 Oct 2015","0.0767"
"2015-10-23","23 Oct 2015","0.0697"
"2015-10-26","26 Oct 2015","0.0659"
"2015-10-27","27 Oct 2015","0.0622"
"2015-10-28","28 Oct 2015","0.0573"
"2015-10-29","29 Oct 2015","0.0504"
"2015-10-30","30 Oct 2015","0.0495"
"2015-11-02","02 Nov 2015","0.0492"
"2015-11-03","03 Nov 2015","0.0442"
"2015-11-04","04 Nov 2015","0.0385"
"2015-11-05","05 Nov 2015","0.0331"
"2015-11-06","06 Nov 2015","0.0269"
"2015-11-09","09 Nov 2015","0.0303"
"2015-11-10","10 Nov 2015","0.0274"
"2015-11-11","11 Nov 2015","0.0253"
"2015-11-12","12 Nov 2015","0.0292"
"2015-11-13","13 Nov 2015","0.0322"
"2015-11-16","16 Nov 2015","0.0370"
"2015-11-17","17 Nov 2015","0.0352"
"2015-11-18","18 Nov 2015","0.0383"
"2015-11-19","19 Nov 2015","0.0368"
"2015-11-20","20 Nov 2015","0.0370"
"2015-11-23","23 Nov 2015","0.0368"
"2015-11-24","24 Nov 2015","0.0326"
"2015-11-25","25 Nov 2015","0.0290"
"2015-11-26","26 Nov 2015","0.0227"
"2015-11-27","27 Nov 2015","0.0185"
"2015-11-30","30 Nov 2015","0.0172"
"2015-12-01","01 Dec 2015","0.0137"
"2015-12-02","02 Dec 2015","0.0140"
"2015-12-03","03 Dec 2015","0.0476"
"2015-12-04","04 Dec 2015","0.0616"
"2015-12-07","07 Dec 2015","0.0834"
"2015-12-08","08 Dec 2015","0.0969"
"2015-12-09","09 Dec 2015","0.1028"
"2015-12-10","10 Dec 2015","0.1014"
"2015-12-11","11 Dec 2015","0.1380"
"2015-12-14","14 Dec 2015","0.1484"
"2015-12-15","15 Dec 2015","0.1519"
"2015-12-16","16 Dec 2015","0.1498"
"2015-12-17","17 Dec 2015","0.1645"
"2015-12-18","18 Dec 2015","0.1698"
"2015-12-21","21 Dec 2015","0.1692"
"2015-12-22","22 Dec 2015","0.1564"
"2015-12-23","23 Dec 2015","0.1436"
"2015-12-24","24 Dec 2015","0.1279"
"2015-12-25","25 Dec 2015","0.1098"
"2015-12-28","28 Dec 2015","0.0961"
"2015-12-29","29 Dec 2015","0.0919"
"2015-12-30","30 Dec 2015","0.0818"
"2015-12-31","31 Dec 2015","0.0735"
"2016-01-01","01 Jan 2016","0.0625"
"2016-01-04","04 Jan 2016","0.0737"
"2016-01-05","05 Jan 2016","0.0795"
"2016-01-06","06 Jan 2016","0.0886"
"2016-01-07","07 Jan 2016","0.1148"
"2016-01-08","08 Jan 2016","0.1288"
"2016-01-11","11 Jan 2016","0.1275"
"2016-01-12","12 Jan 2016","0.1232"
"2016-01-13","13 Jan 2016","0.1338"
"2016-01-14","14 Jan 2016","0.1304"
"2016-01-15","15 Jan 2016","0.1323"
"2016-01-18","18 Jan 2016","0.1346"
"2016-01-19","19 Jan 2016","0.1344"
"2016-01-20","20 Jan 2016","0.1231"
"2016-01-21","21 Jan 2016","0.1253"
"2016-01-22","22 Jan 2016","0.1192"
"2016-01-25","25 Jan 2016","0.1180"
"2016-01-26","26 Jan 2016","0.1143"
"2016-01-27","27 Jan 2016","0.1280"
"2016-01-28","28 Jan 2016","0.1348"
"2016-01-29","29 Jan 2016","0.1330"
"2016-02-01","01 Feb 2016","0.1538"
"2016-02-02","02 Feb 2016","0.1610"
"2016-02-03","03 Feb 2016","0.1930"
"2016-02-04","04 Feb 2016","0.2022"
"2016-02-05","05 Feb 2016","0.2090"
"2016-02-08","08 Feb 2016","0.2200"
"2016-02-09","09 Feb 2016","0.2293"
"2016-02-10","10 Feb 2016","0.2353"
"2016-02-11","11 Feb 2016","0.2503"
"2016-02-12","12 Feb 2016","0.2694"
"2016-02-15","15 Feb 2016","0.2704"
"2016-02-16","16 Feb 2016","0.2698"
"2016-02-17","17 Feb 2016","0.2731"
"2016-02-18","18 Feb 2016","0.2716"
"2016-02-19","19 Feb 2016","0.2557"
"2016-02-22","22 Feb 2016","0.2481"
"2016-02-23","23 Feb 2016","0.2390"
"2016-02-24","24 Feb 2016","0.2151"
"2016-02-25","25 Feb 2016","0.2014"
"2016-02-26","26 Feb 2016","0.2104"
"2016-02-29","29 Feb 2016","0.2091"
"2016-03-01","01 Mar 2016","0.2230"
"2016-03-02","02 Mar 2016","0.2106"
"2016-03-03","03 Mar 2016","0.2008"
"2016-03-04","04 Mar 2016","0.1959"
"2016-03-07","07 Mar 2016","0.1831"
"2016-03-08","08 Mar 2016","0.1999"
"2016-03-09","09 Mar 2016","0.2009"
"2016-03-10","10 Mar 2016","0.2074"
"2016-03-11","11 Mar 2016","0.2017"
"2016-03-14","14 Mar 2016","0.1927"
"2016-03-15","15 Mar 2016","0.1793"
